source_cluster,source_modern,found_name,found_normalized,category,relationship,confidence,matched_clusters,is_cross_link
"China","China","Carambolas","Carambola",PLANT,"mentioned alongside camfora",medium,,False
"China","China","rey bárbaro","rey bárbaro",PERSON,"purified camfora",medium,,False
"China","China","camfaras","camphors",SUBSTANCE,"type of camphors",high,,False
"China","China","rey bárbaro","barbarian king",PERSON,"title given to a king",low,,False
"China","China","Ruelio","Ruelio",PERSON,"mentioned alongside Mateolo Senense",high,,False
"China","China","Mateolo Senense","Mateolo Senense",PERSON,"mentioned alongside Ruelio",high,,False
"China","China","canforãy","camphor",SUBSTANCE,"vulgar name for camphor",high,474,True
"China","China","Dryohalanops","Dryohalanops",PLANT,"source of a different camphor",high,,False
"China","China","Cinnamomum Camphora","Cinnamomum Camphora",PLANT,"producer of camphor",high,28,True
"China","China","qerfah","qerfah",SUBSTANCE,"Arabic for bark",high,,False
"China","China","cor^ tex","cortex",SUBSTANCE,"Latin for bark",high,,False
"China","China","qerfah ed-darsini","qerfah ed-darsini",SUBSTANCE,"Arabic for bark of the China tree",high,,False
"China","China","Caismanis","Caismanis",SUBSTANCE,"Malay name",high,,False
"China","China","Caismão","Caismão",SUBSTANCE,"Malay name",high,,False
"China","China","gota artherica","gout",DISEASE,"form of gout",high,147,True
"China","China","agua dela aró","water of the aloe",SUBSTANCE,"remedy for gout",medium,,False
"China","China","sciati","sciatica",DISEASE,"type of pain",high,52,True
"China","China","Butua","Butua",PLANT,"root called Parreyra brava",high,,False
"China","China","Parreyra brava","Parreyra brava",PLANT,"common name for Butua root",high,,False
"China","China","falf-parrilha","false sarsaparilla",PLANT,"used with China root",high,,False
"Canela","Cinnamon","canino","canine",ANIMAL,"mentioned in relation to illness",low,,False
"Canela","Cinnamon","Cu maca","Cu maca",PLACE,"province named by Indians where Cinnamon grows",high,,False
"Canela","Cinnamon","Cu maca","Cu maca",PLACE,"province named by Indians where Cinnamon grows",high,,False
"Canela","Cinnamon","cássia","cassia",PLANT,"true cassia",high,548,True
"Canela","Cinnamon","cinamomo","cinnamon",PLANT,"true cinnamon",high,28,False
"Canela","Cinnamon","cássia lignea","cortex cassiae",SUBSTANCE,"thick cassia used by Arabs and Turks",high,,False
"Canela","Cinnamon","cássia lignea","cassia lignea",PLANT,"synonym of canela grossa",high,,False
"Canela","Cinnamon","cássia lignea","cassia lignea",PLANT,"confused with canela",high,,False
"Canela","Cinnamon","pau da China","pau da China",PLANT,"synonym for canella",high,28,False
"Canela","Cinnamon","Querfá","Querfa",PLANT,"Arabic name for canella",high,,False
"Canela","Cinnamon","Querfé","Querfe",PLANT,"Arabic name for canella",high,,False
"Canela","Cinnamon","qerfah","qerfah",PLANT,"Arabic name for canella",high,,False
"Canela","Cinnamon","casca","casca",CONCEPT,"meaning of qerfah",high,,False
"Canela","Cinnamon","qerfah ed-darsini","qerfah ed-darsini",PLANT,"name for canella",high,,False
"Canela","Cinnamon","Querfé","Querfe",PLANT,"Arabic name for canella",high,,False
"Canela","Cinnamon","qerfah","qerfah",PLANT,"Arabic name for canella",high,,False
"Canela","Cinnamon","casca","casca",CONCEPT,"meaning of qerfah",high,,False
"Canela","Cinnamon","qerfah ed-darsini","qerfah ed-darsini",PLANT,"name for canella",high,,False
"Canela","Cinnamon","pau da China","pau da China",PLANT,"synonym for qerfah ed-darsini",high,28,False
"Canela","Cinnamon","Caismanis","Caismanis",PLANT,"name for canella",high,,False
"Canela","Cinnamon","Caismão","Caismão",PLANT,"name for canella",high,,False
"Canela","Cinnamon","canela de Calecut","canela de Calecut",PLANT,"type of canela",high,,False
"Canela","Cinnamon","checani","checani",PLANT,"name for canela preta",high,,False
"Canela","Cinnamon","espiquenardo","espiquenardo",PLANT,"compared to canela",low,186,True
"Canela","Cinnamon","maçan","maçan",PLANT,"compared to canela",low,,False
"Canela","Cinnamon","cravo","cravo",PLANT,"compared to canela",low,320,True
"Canela","Cinnamon","lentilhas de agoa","lentilhas de agoa",PLANT,"compared to leaves of canela tree",low,225,True
"Canela","Cinnamon","cannella","cannella",PLANT,"ingredient",high,28,False
"Canela","Cinnamon","rhabarbaro","rhabarbaro",PLANT,"ingredient",high,141,True
"Canela","Cinnamon","legno aloe","legno aloe",PLANT,"ingredient",high,,False
"Canela","Cinnamon","galanga","galanga",PLANT,"ingredient",high,35,True
"Canela","Cinnamon","cipperi","cipperi",PLANT,"ingredient",high,,False
"Canela","Cinnamon","calamo aromatico","calamo aromatico",PLANT,"ingredient",high,158,True
"Canela","Cinnamon","rameos","rameos",PLANT,"ingredient",high,,False
"Canela","Cinnamon","carda momo","carda momo",PLANT,"ingredient",high,,False
"Canela","Cinnamon","bafi lieo","bafi lieo",PLANT,"ingredient",high,,False
"Canela","Cinnamon","cinamomo","cinamomo",PLANT,"ingredient",high,28,False
"Canela","Cinnamon","ruta","ruta",PLANT,"ingredient",high,,False
"Canela","Cinnamon","Avicenna","Avicenna",PERSON,"cited author",high,19,True
"Canela","Cinnamon","Galeno","Galeno",PERSON,"cited author",high,1,True
"Canela","Cinnamon","origaneggiare","origaneggiare",CONCEPT,"verb related to origin",low,,False
"Canela","Cinnamon","cinnamomo","cinnamomo",PLANT,"ingredient",high,28,False
"Canela","Cinnamon","gengiouo","gengiouo",PLANT,"ingredient",high,,False
"Canela","Cinnamon","zafferano","zafferano",PLANT,"ingredient",high,,False
"Canela","Cinnamon","prezzemolo","prezzemolo",PLANT,"ingredient",high,,False
"Canela","Cinnamon","gallta mufcata","gallta mufcata",PLANT,"ingredient",high,,False
"Canela","Cinnamon","legno di finocchio","legno di finocchio",PLANT,"ingredient",high,,False
"Canela","Cinnamon","alero","alero",PLANT,"ingredient",high,,False
"Canela","Cinnamon","Calamo aromatico","Calamo aromatico",PLANT,"ingredient",high,158,True
"Canela","Cinnamon","Nardo indica","Nardo indica",PLANT,"ingredient",high,,False
"Canela","Cinnamon","Zafferano","Zafferano",PLANT,"ingredient",high,,False
"Canela","Cinnamon","Gengiouo","Gengiouo",PLANT,"ingredient",high,,False
"Canela","Cinnamon","pepe lungo","pepe lungo",PLANT,"ingredient",high,,False
"Canela","Cinnamon","Pepe nero","Pepe nero",PLANT,"ingredient",high,,False
"Canela","Cinnamon","Muko","Muko",SUBSTANCE,"ingredient in a compound preparation",low,400,True
"Canela","Cinnamon","DIAGAL ANCA DI Mefue","DIAGAL ANCA DI Mefue",CONCEPT,"name of a preparation",low,,False
"Canela","Cinnamon","Alanga","Alanga",SUBSTANCE,"ingredient in a compound preparation",low,,False
"Canela","Cinnamon","Gherotani","Gherotani",SUBSTANCE,"ingredient in a compound preparation",low,,False
"Canela","Cinnamon","Mace","Mace",PLANT,"ingredient in a compound preparation",high,91,True
"Canela","Cinnamon","Leuiftico","Levisticum",PLANT,"ingredient in a compound preparation",high,988,True
"Canela","Cinnamon","Gengiouo","Zingiber",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Pepe lungo bianco","Piper longum",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Calamo aromati","Acorus calamus",PLANT,"ingredient in a compound preparation",high,158,True
"Canela","Cinnamon","calamento fecco","Mentha spicata",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Menta fecca","Mentha",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Cardamomo","Cardamom",PLANT,"ingredient in a compound preparation",high,382,True
"Canela","Cinnamon","Nardo indica","Nardostachys jatamansi",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Seme d'Appio","Apium graveolens",PLANT,"ingredient in a compound preparation",high,353,True
"Canela","Cinnamon","Trgcilcif-arpich","Tragacanth",SUBSTANCE,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Canfora","Camphor",SUBSTANCE,"ingredient in a compound preparation",high,474,True
"Canela","Cinnamon","Mele rofatp colato","Mellis rosatum",SUBSTANCE,"ingredient in a compound preparation",low,,False
"Canela","Cinnamon","TRYFpR MAGNA di Ntccolaom","Theriaca Magna",CONCEPT,"name of a preparation",high,,False
"Canela","Cinnamon","Ppio","Allium",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Gherofani","Gherofani",SUBSTANCE,"ingredient in a compound preparation",low,,False
"Canela","Cinnamon","Gak vìga","Galeopsis",PLANT,"ingredient in a compound preparation",low,,False
"Canela","Cinnamon","Nardo indica","Nardostachys jatamansi",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Zedoana","Zedoary",PLANT,"ingredient in a compound preparation",high,103,True
"Canela","Cinnamon","Gengiouo","Zingiber",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Cofto","Costus",PLANT,"ingredient in a compound preparation",high,483,True
"Canela","Cinnamon","Stirace","Styrax",SUBSTANCE,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","calamita","Lodestone",SUBSTANCE,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Calamo aromatico","Acorus calamus",PLANT,"ingredient in a compound preparation",high,158,True
"Canela","Cinnamon","Calamento","Mentha",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Ghiaggiuolo","Iris",PLANT,"ingredient in a compound preparation",high,582,True
"Canela","Cinnamon","Peuccdano","Peucedanum",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Erapino","Serapias",PLANT,"ingredient in a compound preparation",low,,False
"Canela","Cinnamon","Ammo- ntaco","Ammoniacum",SUBSTANCE,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","OpoponacQ","Opoponax",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Bdellio","Bdellium",SUBSTANCE,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Colocynthida","Colocynth",PLANT,"ingredient in a compound preparation",high,507,True
"Canela","Cinnamon","Harmel","Peganum harmala",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Alo?","Aloe",PLANT,"ingredient in a compound preparation",high,384,True
"Canela","Cinnamon","EpJthymo","Thymus",PLANT,"ingredient in a compound preparation",high,210,True
"Canela","Cinnamon","Flermodattili","Hermodactylus",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Radici a'eiulaJ»","Radix a'eiulaJ",PLANT,"ingredient in a compound preparation",low,,False
"Canela","Cinnamon","Scamonea","Scammony",PLANT,"ingredient in a compound preparation",high,229,True
"Canela","Cinnamon","Turbithi","Turpeth",PLANT,"ingredient in a compound preparation",high,276;70,True
"Canela","Cinnamon","Nardo indica","Nardostachys jatamansi",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Zafferano","Saffron",PLANT,"ingredient in a compound preparation",high,611,True
"Canela","Cinnamon","Caitoro","Coriander",PLANT,"ingredient in a compound preparation",high,485,True
"Canela","Cinnamon","Gengiouo","Zingiber",PLANT,"ingredient in a compound preparation",high,,False
"Canela","Cinnamon","Euphorbio","Euphorbia",PLANT,"ingredient in a compound preparation",high,170;804,True
"Canela","Cinnamon","fugo di porri","Allium porrum juice",PLANT,"solvent for preparation",high,,False
"Canela","Cinnamon","China","Cinchona",PLANT,"a substance analogous to the known entity",high,27;350,True
"Canela","Cinnamon","Dryohalanops","Dryobalanops",PLANT,"source of a substance",high,,False
"Canela","Cinnamon","Cinnamomum Camphora","Cinnamomum camphora",PLANT,"plant that produces camphor",high,28,False
"Canela","Cinnamon","Laurus Camphorãy","Laurus camphora",PLANT,"synonym for Cinnamomum Camphora",high,,False
"Canela","Cinnamon","quirfé","Karkh",SUBSTANCE,"Arabic name for the known entity",high,,False
"Canela","Cinnamon","quirfd","Karkh",SUBSTANCE,"Arabic name for the known entity",high,,False
"Canela","Cinnamon","darchini","Darchini",SUBSTANCE,"Persian name for the known entity",high,,False
"Canela","Cinnamon","cuurdo","Karuva",SUBSTANCE,"Sinhala name for the known entity",high,,False
"Canela","Cinnamon","caismão","Kaisman",SUBSTANCE,"Malay name for the known entity",high,,False
"Canela","Cinnamon","cameá","Karra",SUBSTANCE,"Malayalam name for the known entity",high,,False
"Canela","Cinnamon","Zegir","Zejir",PLACE,"origin of a name",low,,False
"Canela","Cinnamon","cinamomo musilitico","Musilaginous cinnamon",PLANT,"type of the known entity",medium,28,False
"Canela","Cinnamon","Corý","Kori",PLACE,"landmark near the island of Ceilam",low,,False
"Canela","Cinnamon","Comorim","Comorin",PLACE,"cape",high,,False
"Angleterre","England","pays de Galles","Wales",PLACE,"part of the territory comparable to Cuba's size",high,,False
"Angleterre","England","Whorts","Bilberry",PLANT,"synonym for bilberries",high,,False
"Angleterre","England","Whortleberries","Bilberry",PLANT,"synonym for bilberries",high,,False
"Angleterre","England","Fields","Fields",PLACE,"habitat for thistles",low,,False
"Angleterre","England","Eg","Egg",SUBSTANCE,"commonly known object",low,310,True
"Angleterre","England","Romane Wormwood","Artemisia pontica",PLANT,"type of wormwood",high,,False
"Angleterre","England","Romans","Romans",PERSON,"historical group",low,,False
"carne","Meat","lavadurade carne","lavadura de carne",CONCEPT,"described as the color of",high,,False
"carne","Meat","hepaticas","hepaticas",DISEASE,"called",high,52,True
"carne","Meat","Bella-dona","Belladonna",PLANT,"Italian name for",high,,False
"carne","Meat","mil pès","milpés",ANIMAL,"called",high,,False
"carne","Meat","piflàsphalto","pissasphalt",SUBSTANCE,"similar to",high,,False
"carne","Meat","bitume","bitumen",SUBSTANCE,"used in artificial preparation of",high,457,True
"carne","Meat","pece","pitch",SUBSTANCE,"used in artificial preparation of",high,99,True
"carne","Meat","Mumia","mummy",SUBSTANCE,"compared to",high,675,True
"carne","Meat","piflàsphalto","pissasphalt",SUBSTANCE,"similar to",high,,False
"carne","Meat","MVSCO","musk",SUBSTANCE,"is a secretion from",high,400;411;955,True
"carne","Meat","Gaz-zella","Gazella",ANIMAL,"source of",high,,False
"frutas","Fruit","Heps","hips",PLANT,"called",high,,False
"frutas","Fruit","Barberries","barberries",PLANT,"conserves made from",high,,False
"frutas","Fruit","Sloes","sloe",PLANT,"conserves made from",high,,False
"frutas","Fruit","Barberries","barberries",PLANT,"conserves made from",high,,False
"frutas","Fruit","Sloes","sloe",PLANT,"conserves made from",high,,False
"frutas","Fruit","Albahaca","albahaca",PLANT,"leaves compared to",high,,False
"frutas","Fruit","Charranfolí","Charranfolí",PLANT,"called",high,,False
"frutas","Fruit","Pimientos","peppers",PLANT,"shape of",high,,False
"frutas","Fruit","Melones","melons",PLANT,"shape of",high,107,True
"frutas","Fruit","Cerezas","cherries",PLANT,"shape of",high,,False
"frutas","Fruit","Guayacan","guayacan",PLANT,"bark compared to",high,,False
"frutas","Fruit","jambos","jambos",PLANT,"called",high,,False
"frutas","Fruit","jambolóes","jambolões",PLANT,"compared to",high,,False
"frutas","Fruit","piperela","piperela",SUBSTANCE,"synonym of a red berry from the Arabs",high,,False
"frutas","Fruit","guoma","gum",SUBSTANCE,"alternative name for what the vulgo considers fruit",high,,False
"frutas","Fruit","resina","resin",SUBSTANCE,"alternative name for what the vulgo considers fruit",high,,False
"frutas","Fruit","mangostSes","mangosteen",PLANT,"a praised fruit",high,,False
"frutas","Fruit","mangostSes","mangosteen",PLANT,"a praised fruit",high,,False
"frutas","Fruit","pau da China","China root",PLANT,"mentioned alongside fruits",medium,28,True
"frutas","Fruit","cobras de capelo","hooded cobra",ANIMAL,"called this by the vulgo",high,338,True
"frutas","Fruit","regulus serpens","regulus serpens",ANIMAL,"Latin name for hooded cobra",high,,False
"frutas","Fruit","pimenta longa","long pepper",SUBSTANCE,"a fruit produced by the pepper tree",high,462,True
"frutas","Fruit","anana","pineapple",PLANT,"called the king of fruits",high,,False
"frutas","Fruit","corle","coriander",PLANT,"mentioned in the context of losing its fruit",high,485,True
"frutas","Fruit","radici","roots",PLANT,"source of barks used in medicine",high,120,True
"frutas","Fruit","gambi","stems",PLANT,"source of barks used in medicine",high,,False
"frutas","Fruit","rami","branches",PLANT,"source of barks used in medicine",high,,False
"frutas","Fruit","legni","woods",PLANT,"identifies foreign fruits",high,,False
"frutas","Fruit","ELATERIO","Elaterium",SUBSTANCE,"a juice derived from",high,,False
"frutas","Fruit","cocomero faluatico","Cucumis colocynthis",PLANT,"source of elaterio",high,,False
"frutas","Fruit","afinin o","Colocynth",PLANT,"synonym for cocomero faluatico",high,507,True
"frutas","Fruit","ELATERIO","Elaterium",SUBSTANCE,"a juice derived from",high,,False
"frutas","Fruit","cocomero faluatico","Cucumis colocynthis",PLANT,"source of elaterio",high,,False
"frutas","Fruit","afinin o","Colocynth",PLANT,"synonym for cocomero faluatico",high,507,True
"frutas","Fruit","Myrabolani","Myrobalan",PLANT,"a type of fruit; mentioned as distinct from the known entity",high,704,True
"frutas","Fruit","noce vnguentaria","Nux unguentaria",PLANT,"synonym for Myrobalan according to Dioscorides",high,,False
"frutas","Fruit","Diofcoride","Dioscorides",PERSON,"classical authority cited",high,3,True
"frutas","Fruit","beenj","Bencao",PLANT,"vernacular name for noce vnguentaria",high,,False
"frutas","Fruit","Citrini","Citrine myrobalans",PLANT,"a type of Myrabolani",high,,False
"frutas","Fruit","Cheboli","Chebulic myrobalans",PLANT,"a type of Myrabolani",high,,False
"frutas","Fruit","Indi","Indian myrobalans",PLANT,"a type of Myrabolani",high,704,True
"frutas","Fruit","Emblici","Emblic myrobalans",PLANT,"a type of Myrabolani",high,580,True
"frutas","Fruit","Bei linci","Belleric myrobalans",PLANT,"a type of Myrabolani",high,,False
"frutas","Fruit","bagno Marie","Bain-marie",CONCEPT,"method of cooking",high,230,True
"frutas","Fruit","Galeno","Galen",PERSON,"classical authority cited",high,1,True
"frutas","Fruit","OLII","Oils",SUBSTANCE,"extracted from",high,,False
"frutas","Fruit","mandorle dolci","Sweet almonds",PLANT,"source of oils",high,,False
"frutas","Fruit","mandorle amare","Bitter almonds",PLANT,"source of oils",high,,False
"frutas","Fruit","pinocchi","Pine nuts",PLANT,"source of oils",high,,False
"frutas","Fruit","p. flac fbr","Pistachios",PLANT,"source of oils",high,,False
"frutas","Fruit","heen","Walnuts",PLANT,"source of oils",high,,False
"frutas","Fruit","OLII","Oils",SUBSTANCE,"extracted from",high,,False
"frutas","Fruit","mandorle dolci","Sweet almonds",PLANT,"source of oils",high,,False
"frutas","Fruit","mandorle amare","Bitter almonds",PLANT,"source of oils",high,,False
"frutas","Fruit","pinocchi","Pine nuts",PLANT,"source of oils",high,,False
"frutas","Fruit","p. flac fbr","Pistachios",PLANT,"source of oils",high,,False
"frutas","Fruit","heen","Walnuts",PLANT,"source of oils",high,,False
"frutas","Fruit","Jefamod","Sesamum",PLANT,"source of oils",high,,False
"frutas","Fruit","cherua","Coriander seeds",PLANT,"source of oils",high,,False
"frutas","Fruit","noci mofcade","Nutmeg",PLANT,"a fragrant fruit requiring little cooking",high,334,True
"frutas","Fruit","mace","Mace",PLANT,"spice derived from nutmeg; requiring little cooking",high,91,True
"frutas","Fruit","noci mofcade","Nutmeg",PLANT,"a fragrant fruit requiring little cooking",high,334,True
"frutas","Fruit","mace","Mace",PLANT,"spice derived from nutmeg; requiring little cooking",high,91,True
"Chymica","Alchemy","khachkhasch","khachkhasch",PLANT,"vernacular name for poppy of opium",high,,False
"Chymica","Alchemy","caxcax","caxcax",PLANT,"vernacular name for poppy of opium",high,,False
"Tabaco","Tobacco","laureola","laureola",PLANT,"synonym for Oriola",high,,False
"Tabaco","Tobacco","Oriola","Oriola",PLANT,"vernacular name for laureola",high,,False
"Tabaco","Tobacco","Pi Sunóbre ciele","Pi Sunóbre ciele",PLANT,"indigenous name for tobacco",high,,False
"Tabaco","Tobacco","tabaxir","tabaxir",SUBSTANCE,"synonym for tabaxir",high,248;33,False
"Tabaco","Tobacco","tabaxir","tabaxir",SUBSTANCE,"synonym for tabaxir",high,248;33,False
"Tabaco","Tobacco","tabaxir","tabaxir",SUBSTANCE,"synonym for tabaxir",high,248;33,False
"Tabaco","Tobacco","açucare de mambum","sugar of mambum",SUBSTANCE,"synonym of tabaxir",high,,False
"Tabaco","Tobacco","mambú","mambu",PLANT,"plant name for the source of tabaxir",high,,False
"Tabaco","Tobacco","espodio","spodium",SUBSTANCE,"related substance; mentioned in proximity",low,588,True
"cera","Wax","Cera bianca","white wax",SUBSTANCE,"type of cera",high,,False
"cera","Wax","olio rofàto bradi","roasted oil",SUBSTANCE,"ingredient in a preparation with cera",high,,False
"cera","Wax","Albume d'huouo","egg white",SUBSTANCE,"ingredient in a preparation with cera",high,1270,True
"cera","Wax","olio di màdorlc dol-","sweet almond oil",SUBSTANCE,"ingredient in a preparation with cera",high,403,True
"cera","Wax","Cera bianca","white wax",SUBSTANCE,"type of cera",high,,False
"cera","Wax","olio rofàto","roasted oil",SUBSTANCE,"ingredient in a preparation with cera",high,125,True
"cera","Wax","Albume d'huouo","egg white",SUBSTANCE,"ingredient in a preparation with cera",high,1270,True
"cera","Wax","olio di màdorlc dol-","sweet almond oil",SUBSTANCE,"ingredient in a preparation with cera",high,403,True
"cera","Wax","biacca","lead white",SUBSTANCE,"ingredient in a preparation with cera",high,,False
"cera","Wax","ly targiro","litharge",SUBSTANCE,"ingredient in a preparation with cera",high,201,True
"cera","Wax","cera","wax",SUBSTANCE,"component of candles",high,34;634,False
"cera","Wax","bambagia nuoua bietta buona","new fine good cotton",SUBSTANCE,"component of candles; along with cera",high,,False
"cera","Wax","cire de Cuba","wax of Cuba",SUBSTANCE,"specific type of cire",high,34,False
"cera","Wax","abeilles d'Europe","European bees",ANIMAL,"source of cire de Cuba",high,,False
"cera","Wax","Apis","Apis",ANIMAL,"genus of the European bees producing cire de Cuba",high,,False
"cera","Wax","cire","wax",SUBSTANCE,"substance found in Cuba",high,34,False
"cera","Wax","roi Ferdinand","King Ferdinand",PERSON,"recipient of wax from Christophe Colomb",high,,False
"cera","Wax","oleodehypericão","St. John's wort oil",SUBSTANCE,"ingredient in a remedy with cera virgem",high,304,True
"cera","Wax","mel rofado","rosate honey",SUBSTANCE,"ingredient in a remedy with cera virgem",high,167,True
"cera","Wax","levo decabrito lavado","washed goat's leaven",SUBSTANCE,"ingredient in a remedy with cera virgem",high,,False
"cera","Wax","cera virgem","virgin wax",SUBSTANCE,"ingredient in a remedy",high,,False
"cera","Wax","Confolidantes","Consolidants",CONCEPT,"classification of remedies containing cera",high,,False
"cera","Wax","raizes de verbafco","verbascum roots",PLANT,"ingredient in Confolidantes",high,,False
"galanga","Galangal","chamligiam","chamligiam",PLANT,"synonym for galanga",high,,False
"galanga","Galangal","galungem","galungem",PLANT,"synonym for galanga",high,,False
"galanga","Galangal","asi","asi",PLANT,"Arabic name for galanga",high,,False
"galanga","Galangal","Lancuaz","Lancuaz",PLANT,"name for galanga in Java",high,,False
"galanga","Galangal","lancquas","lancquas",PLANT,"variant name for galanga",high,,False
"galanga","Galangal","lanquas","lanquas",PLANT,"variant name for galanga",high,,False
"galanga","Galangal","lanquas -kitsjil","lanquas-kitsjil",PLANT,"name for lesser galanga from China",high,,False
"galanga","Galangal","bunga-pala","bunga-pala",PLANT,"synonym for maça",high,,False
"galanga","Galangal","galago","galago",PLANT,"local name for maça in Banda",high,35,False
"galanga","Galangal","Appio","apio",PLANT,"synonym for Cardamone",high,,False
"galanga","Galangal","prezzemolo","prezzemolo",PLANT,"synonym for Cardamone",high,,False
"galanga","Galangal","Gherofani","cloves",PLANT,"ingredient in compound medicine",high,,False
"galanga","Galangal","Legno aloè","aloewood",PLANT,"ingredient in compound medicine",high,,False
"galanga","Galangal","Nardo indica","Indian nard",PLANT,"ingredient in compound medicine",high,,False
"galanga","Galangal","Noci mofcade","nutmeg",PLANT,"ingredient in compound medicine",high,334,True
"galanga","Galangal","Gengiouo","ginger",PLANT,"ingredient in compound medicine",high,362,True
"galanga","Galangal","Spodio","spodium",SUBSTANCE,"ingredient in compound medicine",high,588,True
"galanga","Galangal","Schinantho","squinant",PLANT,"ingredient in compound medicine",high,,False
"galanga","Galangal","Logonzsa","long pepper",PLANT,"ingredient in compound medicine",high,462,True
"galanga","Galangal","Cinnamomo","cinnamon",PLANT,"ingredient in compound medicine",high,28,True
"Plant","Plant","Brakes","Brakes",PLANT,"local name for the Female Fern",high,,False
"Plant","Plant","canaveral","sugarcane field",PLANT,"area designated for sugarcane",high,,False
"Plant","Plant","Mechoacan","Mechoacan",PLACE,"region from which a plant is brought",high,,False
"Plant","Plant","turmas","truffles",PLANT,"comparison for fruita",low,,False
"Veneza","Venice","Carrhagena","Carthage",PLACE,"source of terebinthine",high,,False
"Veneza","Venice","Tremecina","Tremecina",SUBSTANCE,"type of terebinthine",high,,False
"Veneza","Venice","Trementina","terebinthine",SUBSTANCE,"comparison for Tremecina",high,259,True
"palmiers","palm tree","pico de Adam","Adam's peak",PLACE,"location on a high palm",high,,False
"humida","Moisture","alfavacadecobra","alfavacadecobra",PLANT,"ingredient",high,382,True
"humida","Moisture","hervadoce","hervadoce",PLANT,"ingredient",high,26,True
"humida","Moisture","hortela","mint",PLANT,"ingredient",high,154,True
"humida","Moisture","Butua","Butua",PLANT,"source of raizdaButua",high,,False
"humida","Moisture","Parreyra brava","Parreyra brava",PLANT,"common name for raizdaButua",high,,False
"humida","Moisture","raiz da China","China root",PLANT,"ingredient in decoction",high,,False
"humida","Moisture","falsa-parrilha","falsa-parrilha",PLANT,"ingredient in decoction",high,,False
"grego","Greece","aloés","aloes",SUBSTANCE,"synonym",high,384,True
"grego","Greece","aloa","aloe",SUBSTANCE,"synonym",high,384,True
"grego","Greece","cebar","cebar",SUBSTANCE,"Arabic name for aloe",high,,False
"grego","Greece","areá","area",SUBSTANCE,"Gujarati and Deccani name for aloe",high,,False
"grego","Greece","calecomer","calecomer",SUBSTANCE,"Ganarin name for aloe",high,,False
"grego","Greece","lovam","lovan",SUBSTANCE,"corrupted Greek name for olibanum",high,,False
"grego","Greece","olibano","olibanum",SUBSTANCE,"Greek name for olibanum",high,,False
"grego","Greece","conder","confer",SUBSTANCE,"Arabic name for resin",high,,False
"grego","Greece","çamac","zamac",SUBSTANCE,"Arabic word for resin",high,,False
"Índia","India","opus cireniacum","opus cireniacum",SUBSTANCE,"described as juice of Cyrene; alternative name for something from India",medium,,False
"Índia","India","Ganges","Ganges",PLACE,"river in India",high,191,True
"Índia","India","Ganga","Ganga",PLACE,"Indian name for Ganges",high,,False
"Índia","India","benjujr","benzoin",SUBSTANCE,"substance from Siam",high,,False
"Índia","India","ameíldoado","ameildoado",SUBSTANCE,"name for benzoin",high,,False
"Índia","India","Ganges","Ganges",PLACE,"river in India",high,191,True
"Índia","India","Ganga","Ganga",PLACE,"Indian name for Ganges",high,,False
"Índia","India","benjujr","benzoin",SUBSTANCE,"substance from Siam",high,,False
"Índia","India","ameíldoado","ameildoado",SUBSTANCE,"name for benzoin",high,,False
"Índia","India","Judéa","Judea",PLACE,"place where benzoin is found",high,,False
"Índia","India","Palestina","Palestine",PLACE,"place where benzoin is found",high,626,True
"Índia","India","Mogores","Mogols",PEOPLE,"people from Orta",high,,False
"Índia","India","Báber","Babur",PERSON,"commander of the Mogores",high,780,True
"Índia","India","Grão-Mogol","Great Mogul",TITLE,"title of empire founded by Babur",high,,False
"Índia","India","Humáyum","Humayun",PERSON,"son of Babur",high,,False
"Índia","India","Dehli","Delhi",PLACE,"city taken by Babur",high,,False
"Índia","India","Agra","Agra",PLACE,"city taken by Babur",high,,False
"Índia","India","Péninsule de l'Inde","Indian Peninsula",PLACE,"location for sugar cultivation",high,,False
"Índia","India","Asie","Asia",PLACE,"continent containing the Indian Peninsula",high,,False
"Índia","India","Saint-Domingue","Saint-Domingue",PLACE,"location mentioned in chronicle",high,63,True
"Índia","India","Paru","Peru",PLACE,"location of chronicle",high,118,True
"Índia","India","Indes occidentales","West Indies",PLACE,"region described by Herrera",high,,False
