id,slug,canonical_name,category,book_count,total_mentions,reason_count,reasons,books
ent_106329c9a960,linn,Linn.,PERSON,1,41,1,wrapped_punctuation,coloquios_da_orta_1563
ent_89ba4a0754cf,ibid,ibid.,CONCEPT,1,40,1,wrapped_punctuation,polyanthea_medicinal
ent_6fd02184d181,observ,Obſerv.,OBJECT,1,38,1,wrapped_punctuation,polyanthea_medicinal
ent_2ec8d3c1423f,fabr,Fabr.,PERSON,1,33,1,wrapped_punctuation,polyanthea_medicinal
ent_06268a9e4534,physiol-psych,Physiol. Psych.,ORGANIZATION,1,23,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_dc94a9725e07,prax-medic,Prax.Medic.,OBJECT,1,21,1,wrapped_punctuation,polyanthea_medicinal
ent_8d1ddda7234d,obfervat-medic,Obfervat. Medic.,CONCEPT,1,17,1,wrapped_punctuation,polyanthea_medicinal
ent_238daf99cbea,kilog,kilog.,SUBSTANCE,1,16,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_609970bc62d3,joann-fabr,Joann. Fabr.,PERSON,1,16,1,wrapped_punctuation,polyanthea_medicinal
ent_031bcf130732,carlos-v,Carlos V.,PERSON,2,15,1,wrapped_punctuation,coloquios_da_orta_1563;polyanthea_medicinal
ent_a746aed1b077,prax,Prax.,CONCEPT,1,14,1,wrapped_punctuation,polyanthea_medicinal
ent_a510469e5652,petr-mart,Petr. Mart.,PERSON,1,13,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_aba8e173c24d,ne,NE.,CONCEPT,1,10,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_44f63ebfe226,cap-33-num-1-p-211,cap. 33. num.1.p.211 .,PERSON,1,10,1,wrapped_punctuation,polyanthea_medicinal
ent_e600c65123da,lib-polyanthea,lib.,OBJECT,1,9,1,wrapped_punctuation,polyanthea_medicinal
ent_a7796157dc16,dist-lun,Dist. lun.,CONCEPT,1,9,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_f0679553f184,os,os,SUBSTANCE,1,8,1,very_short_low_count,polyanthea_medicinal
ent_40edd86df289,mat-med-concept,"Mat, med.",CONCEPT,1,8,1,wrapped_punctuation,coloquios_da_orta_1563
ent_f45bb5782311,mala-franc-os,mala Franc^os,DISEASE,1,8,1,ocr_noise_char,coloquios_da_orta_1563
ent_1a9f742ef828,lat,lat.,CONCEPT,1,8,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_92813f605b75,herb-amb,Herb. Amb.,OBJECT,3,8,1,wrapped_punctuation,coloquios_da_orta_1563;english_physician_1652;relation_historique_humboldt_vol3_1825
ent_66ab7289db23,filippe-iii,Filippe III.,PERSON,1,8,1,wrapped_punctuation,polyanthea_medicinal
ent_b7403abce723,dict,Dict.,OBJECT,1,8,1,wrapped_punctuation,coloquios_da_orta_1563
ent_9436c0e2414b,curat,Curat.,CONCEPT,1,8,1,wrapped_punctuation,polyanthea_medicinal
ent_1c907af889d6,chriftophorus-bened,Chriftophorus Bened.,PERSON,1,8,1,wrapped_punctuation,polyanthea_medicinal
ent_8caf3da1bdb9,aphor,Aphor.,OBJECT,1,8,1,wrapped_punctuation,polyanthea_medicinal
ent_b0ffcc7c99bb,malasp,Malasp.,PERSON,1,7,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_585c71c7ad6c,lexicon-medic,Lexicon Medic.,OBJECT,1,7,1,wrapped_punctuation,polyanthea_medicinal
ent_1b1ca3e394d4,fol,fol.,PLANT,1,7,1,wrapped_punctuation,polyanthea_medicinal
ent_a02e5b9352ba,anatom,Anatom.,CONCEPT,4,7,1,wrapped_punctuation,coloquios_da_orta_1563;polyanthea_medicinal;principles_of_psychology_james_1890;relation_historique_humboldt_vol3_1825
ent_4737dbdb7822,plater,Plater.,PERSON,1,6,1,wrapped_punctuation,polyanthea_medicinal
ent_65538aa73d90,ly,Ly,SUBSTANCE,1,6,1,very_short_low_count,english_physician_1652
ent_032be06ba068,henrique-iv,Henrique IV.,PERSON,1,6,1,wrapped_punctuation,polyanthea_medicinal
ent_102183b99fab,dd,DD.,PERSON,1,6,1,wrapped_punctuation,polyanthea_medicinal
ent_c671281c8861,amat,Amat.,PERSON,1,6,1,wrapped_punctuation,polyanthea_medicinal
ent_9b1d8a0ff453,veig-lufitan,Veig. Lufitan.,PERSON,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_b0b0e7049a16,thefaur-vit-human,Thefaur. vit. human.,OBJECT,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_4814a5ad12fa,singult,Singult.,DISEASE,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_4f89d2262825,rey-dom-joao-o-iv,Rey Dom Joao o IV.,PERSON,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_8edc8424e1d5,pract-chymic,Pract. Chymic.,OBJECT,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_4832e3d561ea,phrenit,Phrenit.,DISEASE,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_46d9f1368218,humb,Humb.,PERSON,1,5,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_2a373b2ec4f4,duquep-costa,DuqueP. Costa.,PERSON,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_1f6822588f94,carol-rayger,Carol. Rayger.,PERSON,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_ee202b45f690,capit,capit.,CONCEPT,1,5,1,wrapped_punctuation,polyanthea_medicinal
ent_4d79c712f90a,xa,xá,CONCEPT,1,4,1,very_short_low_count,coloquios_da_orta_1563
ent_4f86aa05ff11,voya-c-a-t-amazone,Voya^'C à t* Amazone,OBJECT,1,4,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_8a2850710511,variol,Variol.,DISEASE,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_ac579897de15,rhod,Rhod.,PERSON,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_5b4dea87112d,rai-angelica,rai^ angélica,PLANT,1,4,1,ocr_noise_char,coloquios_da_orta_1563
ent_5c377c15ebc8,psychol,Psychol.,ORGANIZATION,1,4,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_8920ed7dfdcb,pag,pag.,CONCEPT,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_d3a567f2baa0,opilat,opilat.,CONCEPT,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_54bbec1348a0,ocean-object,Océan.,OBJECT,1,4,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_f6fb54b56b35,occull,Occull.,CONCEPT,2,4,1,wrapped_punctuation,polyanthea_medicinal;relation_historique_humboldt_vol3_1825
ent_ea40013fda90,ni,Ni,OBJECT,1,4,1,very_short_low_count,polyanthea_medicinal
ent_7762d9f9596f,n-52-p-451,n.52.p.451,CONCEPT,1,4,1,high_digit_ratio,polyanthea_medicinal
ent_d8be3a353637,meth,Meth.,CONCEPT,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_8850f8ea6a32,menezes-d-christovio-de,Menezes (D. Chrístovio de),PERSON,1,4,1,wrapped_punctuation,coloquios_da_orta_1563
ent_b1a708dd8082,lumbr,Lumbr.,DISEASE,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_c25f2bfdf60f,lact,Lact.,PLANT,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_a61bdcabbdb7,ib,ib.,CONCEPT,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_f7c6a615aee6,hanb,Hanb.,PERSON,1,4,1,wrapped_punctuation,coloquios_da_orta_1563
ent_a8f6915675b9,guid,Guid.,PERSON,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_dc7cb53d6bb1,fiorav,Fiorav.,PERSON,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_5be7673f16af,dec,Dec.,OBJECT,1,4,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_4f6764bc9205,cent,Cent.,CONCEPT,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_9cc67b3442de,cent-substance,cent.,SUBSTANCE,1,4,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_65a0ebcd13ba,cardamomo-mm,Cardamomo mm.,PLANT,1,4,1,wrapped_punctuation,ricettario_fiorentino_1597
ent_e386424e6f8f,bonet-polyanthea,Bonet.,PERSON,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_84b97bc3d113,armament-chirurg,Armament. Chirurg.,OBJECT,1,4,1,wrapped_punctuation,polyanthea_medicinal
ent_bae747299453,vierteljsch-f-wiss-phil,Vierteljsch. f. wiss. Phil.,ORGANIZATION,1,3,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_122a2f2a2c2f,ud,ud,PLANT,1,3,1,very_short_low_count,coloquios_da_orta_1563
ent_ad6f443868b2,tom,Tom.,CONCEPT,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_4fa0951c0d7d,thom-wil,Thom. Wil.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_42a60e5af376,therapeut,Therapeut.,CONCEPT,2,3,1,wrapped_punctuation,english_physician_1652;polyanthea_medicinal
ent_efefe19a3ec0,sympath,Sympath.,CONCEPT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_0ce313c0b9df,sat,Sat.,CONCEPT,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_b8a5d5f9545a,sal-place,Sal.,PLACE,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_08a3a45516be,ruland,Ruland.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_043b7c0c8388,roxb,Roxb.,PERSON,1,3,1,wrapped_punctuation,coloquios_da_orta_1563
ent_fac97dd0b138,re,re,CONCEPT,1,3,1,very_short_low_count,polyanthea_medicinal
ent_835a11f75b92,rai-de-cus,rai^ de çus,PLANT,1,3,1,ocr_noise_char,coloquios_da_orta_1563
ent_5a46033a8f1e,psychol-als-w,Psychol. als W.,ORGANIZATION,1,3,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_db67c6fdb91e,prognoft,Prognoft.,OBJECT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_97a93b852ea9,plin-lib,Plin. lib.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_6ad2e2d0fdaf,phil-tr,Phil. Tr.,OBJECT,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_5085e40cfdb4,pari-aiaco,pari^aíaco,PLANT,1,3,1,ocr_noise_char,coloquios_da_orta_1563
ent_676ef1018115,pa-ahr,pa^ahr,SUBSTANCE,1,3,1,ocr_noise_char,coloquios_da_orta_1563
ent_564a0c5bdac6,oltm,Oltm.,PERSON,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_acbd6f526de5,ollni,Ollni.,PERSON,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_0fd2f6d66202,nees-von-es,Nees von Es.,PERSON,1,3,1,wrapped_punctuation,coloquios_da_orta_1563
ent_85497b8e2670,n-18-p-550,n.18.p.550,CONCEPT,1,3,1,high_digit_ratio,polyanthea_medicinal
ent_6bcad9663d36,morb,morb.,DISEASE,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_34671ebbaa59,modem-geogr,Modem. Géogr.,OBJECT,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_8d719774efe8,method-polyanthea,Method.,CONCEPT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_0efb844e191a,medend-morb,Medend. morb.,CONCEPT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_d8eb9bd4f8b8,libro-2,libro 2.,OBJECT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_45ae78681a06,journ-de-phys,Journ. de Phys.,SUBSTANCE,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_54acca29965c,hy,Hy,CONCEPT,1,3,1,very_short_low_count,polyanthea_medicinal
ent_8b3b95a21a0a,hitt-plant,Hitt. Plant.,OBJECT,1,3,1,wrapped_punctuation,coloquios_da_orta_1563
ent_47e9bdad596e,hippocrates-lib-deflatibus,Hippocrates lib.deFlatibus,OBJECT,1,3,1,bibliographic_fragment,polyanthea_medicinal
ent_114e6a1a8196,herb-amb-concept,"Herb, Amb.",CONCEPT,2,3,1,wrapped_punctuation,coloquios_da_orta_1563;polyanthea_medicinal
ent_06509cda26fc,gordon-polyanthea,Gordon.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_d602da48aa09,gloss,Gloss.,OBJECT,1,3,1,wrapped_punctuation,coloquios_da_orta_1563
ent_07c8382b7eaf,geau-i,geau^^i,PLANT,1,3,1,ocr_noise_char,coloquios_da_orta_1563
ent_9aa61e7cd38e,galen-lib-14-meth-cap-8,Galen.lib.14. meth.cap.8,PERSON,1,3,1,bibliographic_fragment,polyanthea_medicinal
ent_a24b805de1e0,gaf-de-pharm,Gaf. de Pharm.,OBJECT,1,3,1,wrapped_punctuation,coloquios_da_orta_1563
ent_19c683059245,felida-x,Félida X.,PERSON,1,3,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_63ae60c988d7,filip-pe-iv,Filip- pe IV.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_d765f6a569c5,fernel,Fernel.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_0bda42998fac,ferm,ferm.,CONCEPT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_b3aaf356a378,falop,Falop.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_75ab642b327c,epift,Epift.,OBJECT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_d5df5c5f1839,edinb-phil-journ,Edinb.Phil. Journ.,OBJECT,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_3f0c6d932ddb,don-apouinario-diezde-la-fefe,Don ApoUinario Diezde la F«e»fe,PERSON,1,3,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_da7c77d905a9,delle-navig,Delle navig.,OBJECT,1,3,1,wrapped_punctuation,coloquios_da_orta_1563
ent_8bbc9338cefa,de,de,CONCEPT,1,3,1,very_short_low_count,polyanthea_medicinal
ent_76ec09010daf,d-g-nstantino,D. G>nstantino,PERSON,1,3,1,symbol_noise,coloquios_da_orta_1563
ent_fae87613f18e,conf-med,Conf. Med.,CONCEPT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_98fa763e8fb4,carlos-ix,Carlos IX.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_1b3dd96521f2,bayr,Bayr.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_d9739c8d548e,avic,Avic.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_664125917256,auroramedic,AuroraMedic.,OBJECT,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_8d1aedd57334,argos-de-bucnos-yrea,Argos de Bucnos-^yrea,OBJECT,1,3,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_58d59d0c1989,argenter,Argenter.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_090d1bb049cf,archiv-f-anat-u-physiol,Archiv f. (Anat. u.) Physiol.,ORGANIZATION,1,3,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_475e81947ea0,arch-amer,Arch. Amer.,OBJECT,1,3,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_2f6eaf3b84c2,afonso-d-albuquerque,Afonso d^ Albuquerque,PERSON,1,3,1,ocr_noise_char,coloquios_da_orta_1563
ent_d2efb9218931,actuar,Actuar.,PERSON,1,3,1,wrapped_punctuation,polyanthea_medicinal
ent_b0e99fb46999,ca-ra,ça^ra,SUBSTANCE,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_288292a55d27,ambar-almendeli,âmbar «almendeli»,SUBSTANCE,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_d13996767a9a,zodiac-gal,Zodiac.Gal.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_8f24dbf8195c,wien-sitzungsberichte-math-naturw,"Wien. Sitzungsberichte, Math. Naturw.",ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_5224b837e851,voyages-and-descr,Voyages and Descr.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_ea91764b18f8,vademec,Vademec.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_7d50aa66b354,uumb,Uumb.,PERSON,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_d436b8bc4229,ut,ut,OBJECT,1,2,1,very_short_low_count,polyanthea_medicinal
ent_f66c46cbed30,ur,Ur,PLACE,1,2,1,very_short_low_count,coloquios_da_orta_1563
ent_fae35d0b53da,tratado-ii-cap-xxv,Tratado II.Cap. XXV.,PLACE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_f326e189d2da,trans-unn-soe,Trans. Unn. Soe.,OBJECT,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_dbac14747bcf,tract-de-cucurb,Tract. de Cucurb.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_e492e61092a0,tomo-1-confult-47,tomo 1. Confult. 47.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_fe189a76c830,titul-1,titul. 1.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_a59514b46101,thefauri-medicina-pract,Thefauri Medicina pract.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_8d627ebc12fa,th,Th.,SUBSTANCE,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_3310d11910c4,ta-ccnl,TA. ccnl.,SUBSTANCE,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_857d17c21146,ta-ts-in,Ta-ts^in,PLACE,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_cd2207023a15,strum,Strum.,DISEASE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_e2ea5dd31c0c,stib,Stib.,SUBSTANCE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_4b30a0222fab,stephanus-rodrig-de-caft,Stephanus Rodrig. de Caft.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_e8bc48c924ab,specul-chirurg,Specul. Chirurg.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_60f994fcde58,societies-for-psychical-research,Societies for 'Psychical Research',ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_3278dd6448de,so-concept,SO.,CONCEPT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_a2643951b21c,slat,Slat.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_d1d7a6f01a56,schock,Schock.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_b56081e4e385,savonar,Savonar.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_bd694bca8b03,rb,R•b,SUBSTANCE,1,2,1,ocr_noise_char,english_physician_1652
ent_b3d856ddd2f3,rhodolog,Rhodolog.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_b3df8eadf7ca,rai-do-espirito-santo,rai^ do espirito santo,PLANT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_c99bc69619e5,r-no-de-far-uque,R^no de Far-Uque,PLACE,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_be403d906307,po,pô,SUBSTANCE,1,2,1,very_short_low_count,polyanthea_medicinal
ent_0a933f86ea85,prufe-i,prufe^i^,SUBSTANCE,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_a42af4a774ad,prax-medic-person,Prax. Medic.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_99e59d541170,plin,Plin.,PERSON,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_85ce94f44b96,phaseolus-mungo-linn,Phaseolus Mungo Linn.,PLANT,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_4c9b590e5508,pereyra,Pereyra.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_6a27ac1287c9,peregrin,Peregrin.,OBJECT,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_1df208e38bb3,pass-de-merc,Pass. de Merc.,CONCEPT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_f2092742e6ba,part-morb,Part. morb.,DISEASE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_5bb466e54dec,palo-de-f-aca,Palo de f^aca,PLANT,1,2,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_48f6954adda9,pagode-de-tremelle,pagode de «Tremelle»,OBJECT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_072be50c36c4,num,num.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_04a320cb542c,niccolo-ale-mdrino,Niccolò Ale^mdrìno,PERSON,1,2,1,ocr_noise_char,ricettario_fiorentino_1597
ent_42a167f0de3b,mem,Mém.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_d4ae408a08f1,morb-curand,morb.curand.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_7d19e7a88ded,morb-mulier,Morb. mulier.,DISEASE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_3f28050b6deb,morb-comitial,Morb. Comitial.,DISEASE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_8843247f36c9,monardeslu,Monardeslu.,PERSON,1,2,1,wrapped_punctuation,historia_medicinal_monardes_1574
ent_c89fb9b96ae2,mom,Mom.,CONCEPT,2,2,1,wrapped_punctuation,polyanthea_medicinal;relation_historique_humboldt_vol3_1825
ent_8521876bed58,mo,mo',PLANT,1,2,1,wrapped_punctuation,ricettario_fiorentino_1597
ent_920c1de940a9,midollo-di-ceru,Midollo di ceru.,ANIMAL,1,2,1,wrapped_punctuation,ricettario_fiorentino_1597
ent_8a233b33d306,mental-physiol,Mental Physiol.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_3109c96f4688,mem-de-los-nav-esp,Mem. de los Nav. Esp.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_1c4433c6828d,med-psych,Med. Psych.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_ae5dc215f20c,matth,Matth.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_d014f1d2c10b,malign-curat,Malign. curat.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_2ad6d3ab5232,makh-an-el-adwiya,Makh^an-el Adwiya,OBJECT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_facefbc3d5f7,macha-ari,macha^ari,PLANT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_eaed44ac363b,ma,Ma,PERSON,1,2,1,very_short_low_count,historia_medicinal_monardes_1574
ent_f81be2fef082,la-animal,Lã,ANIMAL,1,2,1,very_short_low_count,polyanthea_medicinal
ent_ed50c902859c,luis-viii,Luis VIII.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_92d3bb8d1839,longs-expcd,Longs Expcd.,PERSON,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_8dcda110a2bd,long-relation,long.,CONCEPT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_a5e65f687a7b,lehrb-d-psychol,Lehrb. d. Psychol.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_bbfe836d3f61,lat-0-4o,Lat. 0° 4o',CONCEPT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_84de0146243b,ju,Ju,CONCEPT,1,2,1,very_short_low_count,english_physician_1652
ent_e48a0413da4c,it,it,CONCEPT,1,2,1,very_short_low_count,principles_of_psychology_james_1890
ent_e59b84e1f335,ipomcea-odnirpetliiuity-r-bro-wn,Ipomcea ODnirpetliiuity R. Bro^wn,PLANT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_d7f5c9904f54,ina-ant,Iná. Ant.,CONCEPT,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_1fdeba933c8d,instu-medic,Instu. Medic.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_4073806c4fea,illustrations-of-the-bril-emp,Illustrations of the Bril. Emp.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_27f8612ef967,iii,III.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_f301bf148969,ibid-n-24-pag-402,ibid.n. 24. pag.402.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_d64a06d956ff,i-cpe-lungo,I^cpe lungo,PLANT,1,2,1,ocr_noise_char,ricettario_fiorentino_1597
ent_abc961434fc3,hygr,hygr.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_f783c70d2d8a,herr-m,Herr M.,PERSON,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_42feeca9a707,hermann-s-hdbch,Hermann's Hdbch.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_1d926ba5ac21,herbert-w,"Herbert, W.",PERSON,1,2,1,wrapped_punctuation,origin_of_species_darwin_1859
ent_2ec2c40d870f,heer-o,"Heer, O.",PERSON,1,2,1,wrapped_punctuation,origin_of_species_darwin_1859
ent_d5f42e00eb8a,hdbch-d-physiol,Hdbch. d. Physiol.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_ad2e5145ec11,geogr-relation,Géogr.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_de4b35970dff,grcor,Græcor.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_4e5ada37df83,gonoco-nuiiio-jao,Gonoco-nuiiio (Jao),PLACE,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_1c92b27ed0aa,galenus-lib-3-deloc-8,Galenus lib. 3.deLoc.8.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_1eff358cd76a,fe,fé,CONCEPT,1,2,1,very_short_low_count,coloquios_da_orta_1563
ent_a072ecaecae9,farina-di-aue,farina di ^aue,SUBSTANCE,1,2,1,ocr_noise_char,ricettario_fiorentino_1597
ent_72c128463ea4,fahr,Fahr.,SUBSTANCE,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_bbdd487f3ad8,epistol-medic,Epistol. Medic.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_e172f0576c54,eo,eo,OBJECT,1,2,1,very_short_low_count,polyanthea_medicinal
ent_d34492b9855f,empirische-psychol,Empirische Psychol.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_d693ab7efa9f,e-and-w,E. and W.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_387e7f569de9,dymock-mat-med,"Dymock, Mat* med^",OBJECT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_4bf5dc3a23c6,dy,Dy,DISEASE,1,2,1,very_short_low_count,polyanthea_medicinal
ent_2845a65ba574,diuret,Diuret.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
