verdict,cluster_name,modern_name,category,member_name,source_lang,pattern,reason,sim_canonical,sim_modern
KEEP,alimentos,Food,SUBSTANCE,cibum,Portuguese,translation,"Portuguese term for Food: context confirms 'food' meaning",0.11,0.0
KEEP,alimentos,Food,SUBSTANCE,Cimge,Italian,translation,"Cross-linguistic match: 'Cimge' (Italian) = Food",0.22,0.0
KEEP,porco,Pig,ANIMAL,porco espinho,Portuguese,phrase,"Contains 'porco' — descriptive phrase for Pig",0.38,0.15
KEEP,porco,Pig,ANIMAL,porco montez,Portuguese,phrase,"Contains 'porco' — descriptive phrase for Pig",0.42,0.08
KEEP,palo,stick,PLANT,palmeta,French,variant,"Variant spelling/form of palo: 'palmeta'",0.43,0.0
KEEP,palo,stick,PLANT,Palo de Lèche,French,phrase,"Contains 'palo' — descriptive phrase for stick",0.31,0.08
KEEP,palo,stick,PLANT,paluftre,Italian,variant,"Variant spelling/form of palo: 'paluftre'",0.38,0.0
KEEP,opilações,Obstruction,DISEASE,opilação das veas lacteas,Portuguese,translation,"Portuguese term for Obstruction: context confirms 'obstruction' meaning",0.36,0.16
KEEP,Oppio,Opium,SUBSTANCE,opium thebaicum,Portuguese,phrase,"Contains 'oppio' — descriptive phrase for Opium",0.2,0.33
KEEP,Angelica,Angelica,PLANT,Angélica archangelica,Portuguese,phrase,"Contains 'angelica' — descriptive phrase for Angelica",0.38,0.38
KEEP,evacuado,Evacuation,CONCEPT,evacuaciones vniuerfales,Spanish,translation,"Spanish term for Evacuation: context confirms 'evacuation' meaning",0.29,0.38
KEEP,Apollo,Apollo,PERSON,Apollon. Rhod.,French,phrase,"Contains 'apollo' — descriptive phrase for Apollo",0.43,0.43
KEEP,Canará,Canary Islands,PLACE,Isole Canarie,Italian,variant,"Variant spelling/form of Canará: 'Isole Canarie'",0.38,0.14
KEEP,Ferdinand,Frederick III, Holy Roman Emperor,PERSON,Ferdinand the Emperor,English,phrase,"Contains 'ferdinand' — descriptive phrase for Frederick III; Holy Roman Emperor",0.43,0.39
KEEP,Ferdinand,Frederick III, Holy Roman Emperor,PERSON,Frederico I,Portuguese,subtype,"Related term in Portuguese: 'Frederico I' for Frederick III; Holy Roman Emperor",0.27,0.3
KEEP,bagno Maria,Bain-marie,OBJECT,banho chamado de Maria,Portuguese,variant,"Variant spelling/form of bagno Maria: 'banho chamado de Maria'",0.41,0.27
KEEP,fuligens,Soot,SUBSTANCE,faujil,Portuguese,translation,"Cross-linguistic match: 'faujil' (Portuguese) = Soot",0.25,0.0
KEEP,casa da índia,Casa da Índia,PLACE,casa,Spanish,variant,"Variant spelling/form of casa da índia: 'casa'",0.31,0.31
KEEP,casa da índia,Casa da Índia,PLACE,casa,Portuguese,variant,"Variant spelling/form of casa da índia: 'casa'",0.31,0.31
KEEP,Pologne,Poland,PLACE,royaume de Pologne,French,phrase,"Contains 'pologne' — descriptive phrase for Poland",0.39,0.22
KEEP,navigation,Navigation,CONCEPT,navegaçao por mar,Portuguese,translation,"Portuguese term for Navigation: context confirms 'navigation' meaning",0.35,0.35
KEEP,aromi,Aroma,SUBSTANCE,olores,Spanish,translation,"Cross-linguistic match: 'olores' (Spanish) = Aroma",0.17,0.17
KEEP,nero,Black,CONCEPT,negro lúcido,Portuguese,variant,"Variant spelling/form of nero: 'negro lúcido'",0.33,0.17
KEEP,moneda,Coin,OBJECT,moeda de cobre,Portuguese,translation,"Portuguese term for Coin: context confirms 'coin' meaning",0.29,0.14
KEEP,Rob,Rob (confection),SUBSTANCE,Rob fombucif,Portuguese,phrase,"Contains 'rob' — descriptive phrase for Rob (confection)",0.25,0.44
KEEP,reino,Kingdom,PLACE,Reyes,French,variant,"Variant spelling/form of reino: 'Reyes'",0.4,0.0
KEEP,reino,Kingdom,PLACE,Realm,English,variant,"Variant spelling/form of reino: 'Realm'",0.4,0.14
KEEP,reino,Kingdom,PLACE,royaume,French,translation,"French term for Kingdom: context confirms 'kingdom' meaning",0.14,0.0
KEEP,Animal,Animal body,CONCEPT,animales actiones,Portuguese,phrase,"Contains 'animal' — descriptive phrase for Animal body",0.35,0.47
KEEP,botânica,Botany,CONCEPT,Botanique agricole,French,variant,"Variant spelling/form of botânica: 'Botanique agricole'",0.39,0.28
KEEP,monçam,Monsoon,CONCEPT,mausim,Portuguese,translation,"Portuguese term for Monsoon: context confirms 'monsoon' meaning",0.33,0.29
KEEP,falsificaçam,Falsification,CONCEPT,fraude,French,translation,"Cross-linguistic match: 'fraude' (French) = Falsification",0.17,0.15
KEEP,cana,Crucible,OBJECT,cadinhos,Portuguese,variant,"Variant spelling/form of cana: 'cadinhos'",0.38,0.12
KEEP,cana,Crucible,OBJECT,caraffa,Italian,variant,"Variant spelling/form of cana: 'caraffa'",0.43,0.12
KEEP,Comment,Commentary,OBJECT,Commentar. de Peſte,Portuguese,phrase,"Contains 'comment' — descriptive phrase for Commentary",0.37,0.47
KEEP,pecado,Sin,CONCEPT,pecado do primeiro padre,Portuguese,phrase,"Contains 'pecado' — descriptive phrase for Sin",0.25,0.04
KEEP,Orta,Garcia de Orta,PERSON,Segundo Orta,Portuguese,phrase,"Contains 'orta' — descriptive phrase for Garcia de Orta",0.33,0.43
KEEP,Antilles,Caribbean,PLACE,Archipel des Antilles,French,phrase,"Contains 'antilles' — descriptive phrase for Caribbean",0.38,0.24
KEEP,Amérique,America,PLACE,America intertropical,Portuguese,phrase,"Contains 'amérique' — descriptive phrase for America",0.29,0.33
KEEP,Havane,Havana,PLACE,Obs. de la Havane,French,phrase,"Contains 'havane' — descriptive phrase for Havana",0.35,0.29
KEEP,Cuba,Cuba,PLACE,Ile de Cuba,French,phrase,"Contains 'cuba' — descriptive phrase for Cuba",0.36,0.36
KEEP,ovo,Egg,ANIMAL,gemas de ovos,Portuguese,phrase,"Contains 'ovo' — descriptive phrase for Egg",0.23,0.08
KEEP,ovo,Egg,ANIMAL,gemas de ovos,Portuguese,phrase,"Contains 'ovo' — descriptive phrase for Egg",0.23,0.08
KEEP,Parleſia,Paralysis,DISEASE,parleſia legitima,Portuguese,phrase,"Contains 'parleſia' — descriptive phrase for Paralysis",0.47,0.35
KEEP,caldo,Broth,SUBSTANCE,caldode farinha,Portuguese,phrase,"Contains 'caldo' — descriptive phrase for Broth",0.33,0.13
KEEP,caldo,Broth,SUBSTANCE,carnes caldos,Portuguese,phrase,"Contains 'caldo' — descriptive phrase for Broth",0.38,0.08
KEEP,pedra,Calculus,DISEASE,pedra da bixigua,Portuguese,phrase,"Contains 'pedra' — descriptive phrase for Calculus",0.31,0.12
KEEP,Zucchero,Sugar,SUBSTANCE,açucar mascavado,Portuguese,translation,"Cross-linguistic match: 'açucar mascavado' (Portuguese) = Sugar",0.25,0.19
KEEP,Gallinha,Chicken,ANIMAL,pollo,Spanish,translation,"Spanish term for Chicken: context confirms 'chicken' meaning",0.25,0.0
KEEP,Gallinha,Chicken,ANIMAL,pollo,Italian,translation,"Italian term for Chicken: context confirms 'chicken' meaning",0.25,0.0
KEEP,panela de barro,Clay pot,OBJECT,panellas,Portuguese,variant,"Variant spelling/form of panela de barro: 'panellas'",0.4,0.0
KEEP,noz noſcada,Nutmeg,PLANT,noz,Portuguese,translation,"Cross-linguistic match: 'noz' (Portuguese) = Nutmeg",0.27,0.17
KEEP,noz noſcada,Nutmeg,PLANT,nut-meg trees,Portuguese,subtype,"Related term in Portuguese: 'nut-meg trees' for Nutmeg",0.08,0.46
KEEP,Mer du Sud,Pacific Ocean,PLACE,îles de la Mer du Sud,French,phrase,"Contains 'mer du sud' — descriptive phrase for Pacific Ocean",0.48,0.1
KEEP,Fistula's,Fistula,DISEASE,fimplez,Portuguese,variant,"Variant spelling/form of Fistula's: 'fimplez'",0.33,0.29
KEEP,Fistula's,Fistula,DISEASE,fástios,Portuguese,variant,"Variant spelling/form of Fistula's: 'fástios'",0.44,0.43
KEEP,Tremores,Tremors,DISEASE,tremores convulfivos,Portuguese,phrase,"Contains 'tremores' — descriptive phrase for Tremors",0.4,0.35
KEEP,Obstructions,Obstructions,DISEASE,obstructionelevium arteriarum,Portuguese,variant,"Variant spelling/form of Obstructions: 'obstructionelevium arteriarum'",0.38,0.38
KEEP,Obstructions,Obstructions,DISEASE,Lienis obstructio,Portuguese,variant,"Variant spelling/form of Obstructions: 'Lienis obstructio'",0.47,0.47
KEEP,distilled Water,Distilled water,SUBSTANCE,agua destilada,Spanish,translation,"Spanish term for Distilled water: context confirms 'distilled water' meaning",0.13,0.13
KEEP,Lungs,Lungs,SUBSTANCE,Pipes and passages of the Lungs,English,phrase,"Contains 'lungs' — descriptive phrase for Lungs",0.16,0.16
KEEP,palpitações do coraçao,Heart Palpitations,DISEASE,temblores de coraçon,Portuguese,variant,"Variant spelling/form of palpitações do coraçao: 'temblores de coraçon'",0.45,0.2
KEEP,remedios,Remedies,SUBSTANCE,virtude dos remedios,Portuguese,phrase,"Contains 'remedios' — descriptive phrase for Remedies",0.4,0.35
KEEP,Oriente,East,PLACE,Extremo Oriente,Portuguese,phrase,"Contains 'oriente' — descriptive phrase for East",0.47,0.13
KEEP,alforvas,Cardamom,PLANT,alaf,Portuguese,variant,"Variant spelling/form of alforvas: 'alaf'",0.38,0.25
KEEP,aloés,Aloe,PLANT,cliucllinas,Spanish,translation,"Cross-linguistic match: 'cliucllinas' (Spanish) = Aloe",0.18,0.09
KEEP,aloés,Aloe,PLANT,cauallino,Italian,translation,"Italian term for Aloe: context confirms 'aloe' meaning",0.22,0.22
KEEP,ardores,Burning sensation,DISEASE,Cardialgiam,Portuguese,translation,"Cross-linguistic match: 'Cardialgiam' (Portuguese) = Burning sensation",0.27,0.18
KEEP,Uvas,Grapes,PLANT,uvas ferraes,Portuguese,phrase,"Contains 'uvas' — descriptive phrase for Grapes",0.33,0.25
KEEP,Venemous Beasts,Venomous animals,ANIMAL,animal venenoſo,Portuguese,translation,"Cross-linguistic match: 'animal venenoſo' (Portuguese) = Venomous animals",0.13,0.19
KEEP,chumbo,lead,SUBSTANCE,affucar de chumbo,Portuguese,phrase,"Contains 'chumbo' — descriptive phrase for lead",0.35,0.12
KEEP,chumbo,lead,SUBSTANCE,Chumbo dos Filofofos,Portuguese,phrase,"Contains 'chumbo' — descriptive phrase for lead",0.3,0.05
KEEP,Wind,Wind,CONCEPT,windy humors,English,phrase,"Contains 'wind' — descriptive phrase for Wind",0.33,0.33
KEEP,Burnings,Burn,DISEASE,incendio,Portuguese,translation,"Cross-linguistic match: 'incendio' (Portuguese) = Burn",0.0,0.12
KEEP,Spring,Spring,CONCEPT,Primavera,Portuguese,translation,"Portuguese term for Spring: context confirms 'spring' meaning",0.22,0.22
KEEP,Murta,Myrtle,PLANT,murta verde,Portuguese,phrase,"Contains 'murta' — descriptive phrase for Myrtle",0.45,0.36
KEEP,suffocação,Suffocation,DISEASE,suffocation of the Mother,English,phrase,"Contains 'suffocação' — descriptive phrase for Suffocation",0.32,0.44
KEEP,Arroz,Rice,PLANT,arroztorrado,Portuguese,phrase,"Contains 'arroz' — descriptive phrase for Rice",0.42,0.08
KEEP,manna,Manna,SUBSTANCE,Manna eletta,Italian,phrase,"Contains 'manna' — descriptive phrase for Manna",0.42,0.42
KEEP,Jupiter,Jupiter,CONCEPT,satellites de Jupiter,French,phrase,"Contains 'jupiter' — descriptive phrase for Jupiter",0.33,0.33
KEEP,linho,Flax,PLANT,linho alcanave,Portuguese,phrase,"Contains 'linho' — descriptive phrase for Flax",0.36,0.14
KEEP,linho,Flax,PLANT,ſementede linho,Portuguese,phrase,"Contains 'linho' — descriptive phrase for Flax",0.33,0.07
KEEP,papoulas,Poppy,PLANT,Rheados,Portuguese,translation,"Portuguese term for Poppy: context confirms 'poppy' meaning",0.12,0.0
KEEP,Alquitira,Bitumen,SUBSTANCE,argile avec bitume,French,translation,"French term for Bitumen: context confirms 'bitumen' meaning",0.22,0.28
KEEP,cura,Healing,DISEASE,adoença curavel,Portuguese,phrase,"Contains 'cura' — descriptive phrase for Healing",0.27,0.13
KEEP,guaiacam,Guaiacum,PLANT,legno santo,Italian,translation,"Cross-linguistic match: 'legno santo' (Italian) = Guaiacum",0.18,0.18
KEEP,guaiacam,Guaiacum,PLANT,Palo santto,Spanish,translation,"Cross-linguistic match: 'Palo santto' (Spanish) = Guaiacum",0.09,0.09
KEEP,Antigos,Ancient authorities,PERSON,louvadopelos antigos,Portuguese,phrase,"Contains 'antigos' — descriptive phrase for Ancient authorities",0.35,0.15
KEEP,Glossary,Glossary,OBJECT,Dictionario,Portuguese,translation,"Cross-linguistic match: 'Dictionario' (Portuguese) = Glossary",0.18,0.18
KEEP,Relation historique,Historical relation,OBJECT,Relaciones,Portuguese,variant,"Variant spelling/form of Relation historique: 'Relaciones'",0.42,0.26
KEEP,gallica,Gallicism,CONCEPT,gale-irlandois,French,variant,"Variant spelling/form of gallica: 'gale-irlandois'",0.36,0.36
KEEP,mar Vermelho,Red Sea,PLACE,Mare Rubrum,Portuguese,variant,"Variant spelling/form of mar Vermelho: 'Mare Rubrum'",0.33,0.18
KEEP,Medlar,Medlar,PLANT,nefpoie,Italian,translation,"Italian term for Medlar: context confirms 'medlar' meaning",0.14,0.14
KEEP,Medlar,Medlar,PLANT,nefperas,Portuguese,translation,"Cross-linguistic match: 'nefperas' (Portuguese) = Medlar",0.25,0.25
KEEP,Carlos V.,Charles V, Holy Roman Emperor,PERSON,Imperador Carlos V,Portuguese,variant,"Variant spelling/form of Carlos V.: 'Imperador Carlos V'",0.39,0.14
KEEP,Hist. de las Indias,Historia de las Indias,OBJECT,The history of Índia,Portuguese,variant,"Variant spelling/form of Hist. de las Indias: 'The history of Índia'",0.4,0.41
KEEP,cabras,Goat,ANIMAL,Bode,Portuguese,translation,"Portuguese term for Goat: context confirms 'goat' meaning",0.17,0.25
KEEP,cabras,Goat,ANIMAL,bode,Portuguese,translation,"Portuguese term for Goat: context confirms 'goat' meaning",0.17,0.25
KEEP,Rheumatismos,Rheumatism,DISEASE,inflamações rheumaticas,Portuguese,variant,"Variant spelling/form of Rheumatismos: 'inflamações rheumaticas'",0.35,0.35
KEEP,Guts,Intestines,SUBSTANCE,guelade,Portuguese,translation,"Cross-linguistic match: 'guelade' (Portuguese) = Intestines",0.29,0.2
KEEP,Guts,Intestines,SUBSTANCE,Tripas,Portuguese,translation,"Portuguese term for Intestines: context confirms 'intestines' meaning",0.17,0.3
KEEP,Guts,Intestines,SUBSTANCE,tripas,Spanish,translation,"Spanish term for Intestines: context confirms 'intestines' meaning",0.17,0.3
KEEP,Guts,Intestines,SUBSTANCE,tripas,Portuguese,translation,"Portuguese term for Intestines: context confirms 'intestines' meaning",0.17,0.3
KEEP,onça,Ounce,SUBSTANCE,huma onça,Portuguese,phrase,"Contains 'onça' — descriptive phrase for Ounce",0.44,0.33
KEEP,Methodo Medendi,Method of Healing,OBJECT,Methodo,Spanish,variant,"Variant spelling/form of Methodo Medendi: 'Methodo'",0.47,0.41
KEEP,çumo,Juice,SUBSTANCE,çumo cirinaico,Portuguese,phrase,"Contains 'çumo' — descriptive phrase for Juice",0.29,0.21
KEEP,çumo,Juice,SUBSTANCE,çumo de cevada,Portuguese,phrase,"Contains 'çumo' — descriptive phrase for Juice",0.29,0.21
KEEP,Rhewms,Rheum,DISEASE,rerhea,Portuguese,subtype,"Related term in Portuguese: 'rerhea' for Rheum",0.17,0.33
KEEP,Jacobus Sponius,Jacobus Sponius,PERSON,Jacob,French,variant,"Variant spelling/form of Jacobus Sponius: 'Jacob'",0.33,0.33
KEEP,Cruzes da Sè,Cruzes da Sé,PLACE,Cruz de Piedra,French,variant,"Variant spelling/form of Cruzes da Sè: 'Cruz de Piedra'",0.43,0.43
KEEP,secret parts,Genitalia,SUBSTANCE,partes occultas,Portuguese,translation,"Cross-linguistic match: 'partes occultas' (Portuguese) = Genitalia",0.27,0.2
KEEP,anil,Indigofera tinctoria,PLANT,alani,Portuguese,variant,"Variant spelling/form of anil: 'alani'",0.4,0.15
KEEP,Bumeo,Bouma,PLACE,Uembo,French,variant,"Variant spelling/form of Bumeo: 'Uembo'",0.4,0.0
KEEP,alcalicos,Alkali,SUBSTANCE,substances alcalines,French,translation,"French term for Alkali: context confirms 'alkali' meaning",0.35,0.25
KEEP,chaux,Lime,SUBSTANCE,chuna,Portuguese,variant,"Variant spelling/form of chaux: 'chuna'",0.4,0.0
KEEP,Tortola,Tortola,PLACE,Tordesillas,Portuguese,variant,"Variant spelling/form of Tortola: 'Tordesillas'",0.45,0.45
KEEP,Arica,Arica,PLACE,Acra,Portuguese,variant,"Variant spelling/form of Arica: 'Acra'",0.4,0.4
KEEP,Mysore,Mysore,PLACE,Plateau du Mysore,French,phrase,"Contains 'mysore' — descriptive phrase for Mysore",0.35,0.35
KEEP,Tripoli,Tripoli,PLACE,Tripoli da Syria,Portuguese,phrase,"Contains 'tripoli' — descriptive phrase for Tripoli",0.44,0.44
KEEP,Margarita,Pearl,SUBSTANCE,aljoufar,Portuguese,translation,"Portuguese term for Pearl: context confirms 'pearl' meaning",0.11,0.12
KEEP,cevada,Barley,PLANT,cevada deſcalcada,Portuguese,phrase,"Contains 'cevada' — descriptive phrase for Barley",0.35,0.12
KEEP,cera branca,Beeswax,ANIMAL,cera,Portuguese,variant,"Variant spelling/form of cera branca: 'cera'",0.36,0.29
KEEP,verde,Verdigris,PLANT,verdegamtre,Portuguese,phrase,"Contains 'verde' — descriptive phrase for Verdigris",0.45,0.45
KEEP,Pao,Pam,PLACE,Páang,Portuguese,translation,"Portuguese term for Pam: context confirms 'pam' meaning",0.4,0.4
KEEP,Concan,Chachapoyas,PLACE,Conchucos,French,variant,"Variant spelling/form of Concan: 'Conchucos'",0.44,0.45
KEEP,pulso,Pulse,DISEASE,pulso desordenado,Spanish,phrase,"Contains 'pulso' — descriptive phrase for Pulse",0.29,0.29
KEEP,pulso,Pulse,DISEASE,pulso caydo,Spanish,phrase,"Contains 'pulso' — descriptive phrase for Pulse",0.45,0.36
KEEP,Corpo Santo,Corpo Santo,PLACE,ruadireyta do Corpo Santo,Portuguese,phrase,"Contains 'corpo santo' — descriptive phrase for Corpo Santo",0.44,0.44
KEEP,croco indiaco,Indian Crocus,PLANT,croco,Portuguese,variant,"Variant spelling/form of croco indiaco: 'croco'",0.38,0.31
KEEP,chirurgía,Surgery,CONCEPT,cirurgicas operaciones,Portuguese,variant,"Variant spelling/form of chirurgía: 'cirurgicas operaciones'",0.32,0.23
KEEP,Sudorificos,Diaphoretics,CONCEPT,sudor,Spanish,variant,"Variant spelling/form of Sudorificos: 'sudor'",0.45,0.17
KEEP,aeris,Air,CONCEPT,AIR CONTNENTAL,French,phrase,"Contains 'aeris' — descriptive phrase for Air",0.14,0.21
KEEP,aeris,Air,CONCEPT,air serein,French,phrase,"Contains 'aeris' — descriptive phrase for Air",0.4,0.3
KEEP,Indi,Myrobalan,PLANT,gotim,Portuguese,translation,"Portuguese term for Myrobalan: context confirms 'myrobalan' meaning",0.2,0.11
KEEP,Indi,Myrobalan,PLANT,goys,Portuguese,translation,"Cross-linguistic match: 'goys' (Portuguese) = Myrobalan",0.0,0.11
KEEP,fel de gallo,Rooster's bile,ANIMAL,fel,Portuguese,translation,"Cross-linguistic match: 'fel' (Portuguese) = Rooster's bile",0.25,0.14
KEEP,boy,Ox gall,ANIMAL,Aboſtade boy,Portuguese,phrase,"Contains 'boy' — descriptive phrase for Ox gall",0.25,0.08
KEEP,boy,Ox gall,ANIMAL,fel de boy,Portuguese,phrase,"Contains 'boy' — descriptive phrase for Ox gall",0.3,0.1
KEEP,poissons,Fish,ANIMAL,pesci,Italian,translation,"Italian term for Fish: context confirms 'fish' meaning",0.25,0.2
KEEP,SAISONS,Seasons,CONCEPT,influence des saisons,French,phrase,"Contains 'saisons' — descriptive phrase for Seasons",0.33,0.29
KEEP,Opening,Opening,CONCEPT,aperta,Portuguese,translation,"Cross-linguistic match: 'aperta' (Portuguese) = Opening",0.29,0.29
KEEP,hernias,throat hernia,DISEASE,Hiernia Carnosa,English,variant,"Variant spelling/form of hernias: 'Hiernia Carnosa'",0.47,0.33
KEEP,herrumbre,rust,SUBSTANCE,hermeja,French,variant,"Variant spelling/form of herrumbre: 'hermeja'",0.44,0.14
KEEP,Weberus,William Webb,PERSON,Webb,French,variant,"Variant spelling/form of Weberus: 'Webb'",0.43,0.33
KEEP,Eſpinal Medulla,Spinal cord,SUBSTANCE,medulla,Portuguese,variant,"Variant spelling/form of Eſpinal Medulla: 'medulla'",0.47,0.09
KEEP,ragie,Cane root,PLANT,rayz de caña,Spanish,translation,"Spanish term for Cane root: context confirms 'cane root' meaning",0.25,0.25
KEEP,nacidas,Boils,DISEASE,frunculos,Portuguese,translation,"Portuguese term for Boils: context confirms 'boils' meaning",0.22,0.22
KEEP,sentimento,Sensation,CONCEPT,Feeling,English,variant,"Variant spelling/form of sentimento: 'Feeling'",0.3,0.22
KEEP,formation contemporaine,Stratigraphy,CONCEPT,formação,Portuguese,variant,"Variant spelling/form of formation contemporaine: 'formação'",0.3,0.17
KEEP,Franconie,Franconia,PLACE,Franguístan,Portuguese,variant,"Variant spelling/form of Franconie: 'Franguístan'",0.36,0.45
KEEP,Hematites,Hematite,SUBSTANCE,piedra de Sangre,Spanish,translation,"Cross-linguistic match: 'piedra de Sangre' (Spanish) = Hematite",0.19,0.19
KEEP,Hematites,Hematite,SUBSTANCE,pedra sanguinha,Portuguese,translation,"Cross-linguistic match: 'pedra sanguinha' (Portuguese) = Hematite",0.2,0.2
KEEP,Hematites,Hematite,SUBSTANCE,Pedra de estancar sangue,Portuguese,translation,"Cross-linguistic match: 'Pedra de estancar sangue' (Portuguese) = Hematite",0.17,0.17
KEEP,capullos,Maidenhair fern,PLANT,Capelvenere,Italian,translation,"Italian term for Maidenhair fern: context confirms 'maidenhair fern' meaning",0.36,0.27
KEEP,capullos,Maidenhair fern,PLANT,capi,Italian,variant,"Variant spelling/form of capullos: 'capi'",0.38,0.13
KEEP,Republica,Republic,CONCEPT,republica Chriſtiana,Spanish,phrase,"Contains 'republica' — descriptive phrase for Republic",0.45,0.4
KEEP,Armenaja,Armenian stone,SUBSTANCE,Ager Armeny,Portuguese,translation,"Portuguese term for Armenian stone: context confirms 'armenian stone' meaning",0.27,0.29
KEEP,pulso,Pulse,SUBSTANCE,pulso dos pes,Portuguese,phrase,"Contains 'pulso' — descriptive phrase for Pulse",0.38,0.38
KEEP,milho miudo,Small millet,PLANT,milho,Portuguese,variant,"Variant spelling/form of milho miudo: 'milho'",0.45,0.25
KEEP,asp,Asp,ANIMAL,Aspidas,Portuguese,phrase,"Contains 'asp' — descriptive phrase for Asp",0.43,0.43
KEEP,esquinancia,Uvulitis,DISEASE,escoriaçam,Portuguese,variant,"Variant spelling/form of esquinancia: 'escoriaçam'",0.36,0.1
KEEP,Poppy Seed,Poppy Seed,PLANT,Poppi,Italian,variant,"Variant spelling/form of Poppy Seed: 'Poppi'",0.4,0.4
KEEP,OLIO IRINO DI,Orris Oil,SUBSTANCE,Oleum Irinum,English,variant,"Variant spelling/form of OLIO IRINO DI: 'Oleum Irinum'",0.46,0.25
KEEP,ligamentos,Ligaments,SUBSTANCE,Limbs,English,variant,"Variant spelling/form of ligamentos: 'Limbs'",0.4,0.44
KEEP,consommation intérieure,Internal Consumption,CONCEPT,consumo,Portuguese,subtype,"Related term in Portuguese: 'consumo' for Internal Consumption",0.26,0.35
KEEP,aurora boréal,Aurora Borealis,CONCEPT,Aurora,Portuguese,variant,"Variant spelling/form of aurora boréal: 'Aurora'",0.46,0.4
KEEP,Sacuima,Sacuima,PLACE,Satiguam,Portuguese,variant,"Variant spelling/form of Sacuima: 'Satiguam'",0.38,0.38
KEEP,Puerta,Puerta de Mérida,PLACE,Gate,Portuguese,translation,"Cross-linguistic match: 'Gate' (Portuguese) = Puerta de Mérida",0.17,0.12
KEEP,Pançor,Pancor,PLACE,Pansitarà,French,variant,"Variant spelling/form of Pançor: 'Pansitarà'",0.44,0.44
KEEP,Biblia,Bible,OBJECT,Bibl. univ.,French,variant,"Variant spelling/form of Biblia: 'Bibl. univ.'",0.45,0.36
KEEP,Arithmetica,Arithmetic,CONCEPT,mathématique,French,variant,"Variant spelling/form of Arithmetica: 'mathématique'",0.33,0.33
KEEP,Cano,Cano,PLACE,cano Real,Portuguese,phrase,"Contains 'cano' — descriptive phrase for Cano",0.44,0.44
KEEP,Ebano,Ebony,SUBSTANCE,Eibibio,Portuguese,variant,"Variant spelling/form of Ebano: 'Eibibio'",0.43,0.29
KEEP,alhigado,Albugineous humor,SUBSTANCE,alvi,Portuguese,variant,"Variant spelling/form of alhigado: 'alvi'",0.38,0.18
KEEP,alhigado,Albugineous humor,SUBSTANCE,alhcyos,Portuguese,variant,"Variant spelling/form of alhigado: 'alhcyos'",0.38,0.24
KEEP,pão,Bread,SUBSTANCE,pão de ló,Portuguese,phrase,"Contains 'pão' — descriptive phrase for Bread",0.33,0.11
KEEP,pão,Bread,SUBSTANCE,pane buffetto,Italian,translation,"Italian term for Bread: context confirms 'bread' meaning",0.23,0.15
KEEP,unhas,Donkey hoof,ANIMAL,unhas de burro,Portuguese,phrase,"Contains 'unhas' — descriptive phrase for Donkey hoof",0.36,0.07
KEEP,North parts,Northern regions,PLACE,norte,Portuguese,variant,"Variant spelling/form of North parts: 'norte'",0.36,0.31
KEEP,Pulp,Pulp,SUBSTANCE,pulpe végétale,French,phrase,"Contains 'pulp' — descriptive phrase for Pulp",0.29,0.29
KEEP,voice,Voice,SUBSTANCE,voz,Portuguese,translation,"Portuguese term for Voice: context confirms 'voice' meaning",0.4,0.4
KEEP,Tunicles,Tunica,SUBSTANCE,tunica viloſa,Portuguese,phrase,"Contains 'tunicles' — descriptive phrase for Tunica",0.46,0.46
KEEP,Tunicles,Tunica,SUBSTANCE,tunica interior,Portuguese,phrase,"Contains 'tunicles' — descriptive phrase for Tunica",0.4,0.4
KEEP,stupidity,Stupidity,DISEASE,stupid∣stupid∣ness,English,variant,"Variant spelling/form of stupidity: 'stupid∣stupid∣ness'",0.39,0.39
KEEP,honey,Honey,SUBSTANCE,Honey of R••es,English,phrase,"Contains 'honey' — descriptive phrase for Honey",0.36,0.36
KEEP,inflammaçoens dos olhos,Eye inflammation,DISEASE,Inflamations in the Eyes,English,variant,"Variant spelling/form of inflammaçoens dos olhos: 'Inflamations in the Eyes'",0.42,0.25
KEEP,villages,Villages,PLACE,pueblos,Spanish,translation,"Cross-linguistic match: 'pueblos' (Spanish) = Villages",0.12,0.12
KEEP,Décadas,Décadas da Ásia,OBJECT,Décade ég'pt.,French,variant,"Variant spelling/form of Décadas: 'Décade ég'pt.'",0.38,0.4
KEEP,rito romano,Roman Rite,CONCEPT,rite grec,French,variant,"Variant spelling/form of rito romano: 'rite grec'",0.36,0.2
KEEP,Liguftico,Levisticum officinale,PLANT,lithophites,French,translation,"Cross-linguistic match: 'lithophites' (French) = Levisticum officinale",0.27,0.24
KEEP,Limoeyro,Limousin,PLACE,Liamoac,French,variant,"Variant spelling/form of Limoeyro: 'Liamoac'",0.38,0.38
KEEP,economia natural,Natural economy,CONCEPT,richesse naturelle,French,variant,"Variant spelling/form of economia natural: 'richesse naturelle'",0.39,0.06
KEEP,Lypiria,Influenza,DISEASE,lièvres,French,translation,"Cross-linguistic match: 'lièvres' (French) = Influenza",0.29,0.11
KEEP,thermas,Hot springs,PLACE,sources thermales,French,variant,"Variant spelling/form of thermas: 'sources thermales'",0.41,0.24
KEEP,thermas,Hot springs,PLACE,aguas calientes,French,translation,"French term for Hot springs: context confirms 'hot springs' meaning",0.13,0.27
KEEP,thermas,Hot springs,PLACE,agua das Caldas,Portuguese,translation,"Cross-linguistic match: 'agua das Caldas' (Portuguese) = Hot springs",0.13,0.2
